Date,Vol20,Mom20,VIX,Label
2010-02-02,0.010584882877773653,-0.02603029715824523,21.479999542236328,0
2010-02-03,0.0105739809609839,-0.033441403533998826,21.600000381469727,0
2010-02-04,0.012402930302869417,-0.06393425101686889,26.079999923706055,0
2010-02-05,0.012344059130588596,-0.06594302254385498,26.110000610351562,0
2010-02-08,0.012269625642327529,-0.0757615951782612,26.510000228881836,0
2010-02-09,0.012765252705382016,-0.06545766581717405,26.0,0
2010-02-10,0.012688316105313006,-0.058507516273412885,25.399999618530273,0
2010-02-11,0.0127912800574914,-0.056621703980905935,23.959999084472656,0
2010-02-12,0.012735027886799515,-0.05994940420263939,22.729999542236328,0
2010-02-16,0.013236544972146089,-0.03431893171900724,22.25,0
2010-02-17,0.012909520274525407,-0.04171713984252989,21.719999313354492,0
2010-02-18,0.012877417255514341,-0.026165009882290535,20.6299991607666,0
2010-02-19,0.012173433007714519,-0.005013896815522445,20.020000457763672,0
2010-02-22,0.011006258760137416,0.017855289562063614,19.940000534057617,0
2010-02-23,0.011333412926830362,0.00036457055789695936,21.3700008392334,0
2010-02-24,0.011462550400648742,0.013813563876355683,20.270000457763672,0
2010-02-25,0.011431477048818422,0.0076479300849054965,20.100000381469727,0
2010-02-26,0.011082484582585667,0.019987289908179662,19.5,0
2010-03-01,0.010897046999821951,0.041903472482445414,19.260000228881836,0
2010-03-02,0.010432281726616473,0.028791287685924205,19.059999465942383,0
2010-03-03,0.010127727845878672,0.017394156715314635,18.829999923706055,0
2010-03-04,0.010040371390369429,0.02558469942638686,18.719999313354492,0
2010-03-05,0.007057956907093524,0.07337442346136447,17.420000076293945,0
2010-03-08,0.007091758256479099,0.07134833377887229,17.790000915527344,0
2010-03-09,0.006651219752627456,0.08093275699958768,17.920000076293945,0
2010-03-10,0.0063365411429355065,0.07228098657473248,18.56999969482422,0
2010-03-11,0.006204775331983428,0.07887069844313466,18.059999465942383,0
2010-03-12,0.006051923005993351,0.06778859869675835,17.579999923706055,0
2010-03-15,0.006017487512788115,0.06895562308209913,18.0,0
2010-03-16,0.0053949987580784245,0.0607803353012748,17.690000534057617,0
2010-03-17,0.005421995902096869,0.062034883944849906,16.90999984741211,0
2010-03-18,0.005432930068481614,0.055269749458582984,16.6200008392334,0
2010-03-19,0.005704254037319218,0.04775609837752626,16.969999313354492,0
2010-03-22,0.005717741656294246,0.05316786737303447,16.8700008392334,0
2010-03-23,0.004615085438452783,0.0736137441074669,16.350000381469727,0
2010-03-24,0.00477970302061981,0.05866463731015492,17.549999237060547,0
2010-03-25,0.004792765478552152,0.058375023513965285,18.399999618530273,0
2010-03-26,0.004830591684361826,0.05707093127022711,17.770000457763672,0
2010-03-29,0.004574072622293327,0.05284754071962361,17.59000015258789,0
2010-03-30,0.004593491780384534,0.05065494620049371,17.1299991607666,0
2010-03-31,0.004769115804845648,0.046142856383993625,17.59000015258789,0
2010-04-01,0.004875920739715825,0.05011650324735184,17.469999313354492,0
2010-04-05,0.004243635376314561,0.04375542105244068,17.020000457763672,0
2010-04-06,0.004218105125008121,0.04603344194555237,16.229999542236328,0
2010-04-07,0.004580069871800172,0.03833128762820248,16.6200008392334,0
2010-04-08,0.004556168832469373,0.03730626870123954,16.479999542236328,1
2010-04-09,0.004651049141881994,0.039777803817670154,16.139999389648438,0
2010-04-12,0.004631248455122384,0.04133985348401059,15.579999923706055,0
2010-04-13,0.004622607613886631,0.04185203447000685,16.200000762939453,0
2010-04-14,0.004903360733458341,0.04534847867645597,15.59000015258789,0
2010-04-15,0.0048331874420105315,0.04004690556175938,15.890000343322754,1
2010-04-16,0.006265159871972295,0.02402157012857531,18.360000610351562,0
2010-04-19,0.0061094293477237955,0.03311196866140298,17.34000015258789,1
2010-04-20,0.006274004428902022,0.036795675752611556,15.729999542236328,1
2010-04-21,0.006199224877254856,0.027680232012647688,16.31999969482422,1
2010-04-22,0.006029454086702217,0.03577532670472672,16.469999313354492,1
2010-04-23,0.006062839745376012,0.04423442761037211,16.6200008392334,1
2010-04-26,0.0061800228848989695,0.04091696582146698,17.469999313354492,1
2010-04-27,0.008339059975259987,0.009887382423239943,22.809999465942383,1
2010-04-28,0.00848790478932602,0.016865686478760633,21.079999923706055,1
2010-04-29,0.00879866260003368,0.032991736015162365,18.440000534057617,1
2010-04-30,0.009631708715447464,0.008573797804438232,22.049999237060547,1
2010-05-03,0.009890261470733583,0.01338828161829797,20.190000534057617,1
2010-05-04,0.011260734238640166,-0.01276906562634017,23.84000015258789,1
2010-05-05,0.011266707277525392,-0.013010965347168502,24.90999984741211,1
2010-05-06,0.013361633412361818,-0.04908601954538783,32.79999923706055,1
2010-05-07,0.013461779153357117,-0.06934350220204955,40.95000076293945,0
2010-05-10,0.017148451125884454,-0.02989788539540572,28.84000015258789,1
2010-05-11,0.017143791185352385,-0.03338077157846331,28.31999969482422,1
2010-05-12,0.017258034922260777,-0.030860353944624497,25.520000457763672,1
2010-05-13,0.0174208502963799,-0.043696937621286125,26.68000030517578,1
2010-05-14,0.01751905375823093,-0.045827704642169675,31.239999771118164,0
2010-05-17,0.01747585771716892,-0.04891121458724357,30.84000015258789,0
2010-05-18,0.01743594554655644,-0.07015226338374125,33.54999923706055,0
2010-05-19,0.017437979285688306,-0.07376076406805188,35.31999969482422,0
2010-05-20,0.018934253176904246,-0.11138696221619215,45.790000915527344,0
2010-05-21,0.01929167094813865,-0.10426030033369404,40.099998474121094,0
2010-05-24,0.01935981767790221,-0.11240244756205098,38.31999969482422,0
2010-05-25,0.01894176833962466,-0.08997263458360061,34.61000061035156,0
2010-05-26,0.018726362279685226,-0.10227911564863978,35.02000045776367,0
2010-05-27,0.02029920298410999,-0.08356819762526291,29.68000030517578,0
2010-05-28,0.02017633749717435,-0.07945479844794756,32.06999969482422,0
2010-06-01,0.0199613581824829,-0.10652263637712212,35.540000915527344,0
2010-06-02,0.02066132066459449,-0.06118100672822968,30.170000076293945,1
